##File Type: Far field
##File Format: 5
##Source: dipole
##Date: 2019-03-18 11:10:03
** File exported by POSTFEKO version 2018-319328 (x64)

#Configuration Name: StandardConfiguration1
#Request Name: FarField1
#Frequency: 8.66000000E+08
#Coordinate System: Spherical
#No. of Theta Samples: 73
#No. of Phi Samples: 37
#Result Type: Gain
#No. of Header Lines: 1
                 "Theta"           "Phi"             "Re(Etheta)"      "Im(Etheta)"      "Re(Ephi)"        "Im(Ephi)"        "Gain(Theta)"     "Gain(Phi)"       "Gain(Total)"     
                   2.50000000E+01    9.50000000E+01    3.01725597E-01    5.11673662E-01   -2.91264950E-02   -4.93934241E-02    9.04302309E-01   -1.94021763E+01    9.44585211E-01   
                   3.00000000E+01    9.50000000E+01    2.82820550E-01    4.80476734E-01   -2.85714389E-02   -4.85393005E-02    3.53866174E-01   -1.95577108E+01    3.97964270E-01   
                   3.50000000E+01    9.50000000E+01    2.61839967E-01    4.45738352E-01   -2.79655394E-02   -4.76066110E-02   -3.02516754E-01   -1.97307715E+01   -2.53256855E-01   
                   4.00000000E+01    9.50000000E+01    2.39292337E-01    4.08259644E-01   -2.73291804E-02   -4.66266559E-02   -1.07032375E+00   -1.99163674E+01   -1.01404262E+00   
                   4.50000000E+01    9.50000000E+01    2.15658514E-01    3.68802347E-01   -2.66829221E-02   -4.56310493E-02   -1.95838345E+00   -2.01090478E+01   -1.89240309E+00   
                   5.00000000E+01    9.50000000E+01    1.91367912E-01    3.28051916E-01   -2.60467418E-02   -4.46505553E-02   -2.98072841E+00   -2.03030427E+01   -2.90100960E+00   
                   5.50000000E+01    9.50000000E+01    1.66780943E-01    2.86590121E-01   -2.54394025E-02   -4.37141157E-02   -4.15963398E+00   -2.04924244E+01   -4.05974871E+00   
                   6.00000000E+01    9.50000000E+01    1.42178233E-01    2.44878001E-01   -2.48779672E-02   -4.28480982E-02   -5.53092332E+00   -2.06712878E+01   -5.39995003E+00   
                   6.50000000E+01    9.50000000E+01    1.17756511E-01    2.03249034E-01   -2.43774600E-02   -4.20757642E-02   -7.15401527E+00   -2.08339448E+01   -6.97177371E+00   
                   7.00000000E+01    9.50000000E+01    9.36305026E-02    1.61911567E-01   -2.39506582E-02   -4.14169367E-02   -9.13312799E+00   -2.09751260E+01   -8.85786449E+00   
                   7.50000000E+01    9.50000000E+01    6.98398854E-02    1.20959091E-01   -2.36079931E-02   -4.08878304E-02   -1.16692918E+01   -2.10901808E+01   -1.11994091E+01   
                   8.00000000E+01    9.50000000E+01    4.63602012E-02    8.03866977E-02   -2.33575273E-02   -4.05009994E-02   -1.52208958E+01   -2.11752647E+01   -1.42384684E+01   
                   8.50000000E+01    9.50000000E+01    2.31166744E-02    4.01121346E-02   -2.32049764E-02   -4.02653564E-02   -2.12606184E+01   -2.12275029E+01   -1.82337291E+01   
                   9.00000000E+01    9.50000000E+01    1.62050502E-17    2.81258870E-17   -2.31537482E-02   -4.01862197E-02   -3.24344535E+02   -2.12451164E+01   -2.12451164E+01   
                   9.50000000E+01    9.50000000E+01   -2.31166731E-02   -4.01121345E-02   -2.32049750E-02   -4.02653564E-02   -2.12606185E+01   -2.12275030E+01   -1.82337293E+01   
                   1.00000000E+02    9.50000000E+01   -4.63601980E-02   -8.03866969E-02   -2.33575256E-02   -4.05009990E-02   -1.52208960E+01   -2.11752650E+01   -1.42384686E+01   
                   1.05000000E+02    9.50000000E+01   -6.98398842E-02   -1.20959088E-01   -2.36079927E-02   -4.08878293E-02   -1.16692920E+01   -2.10901810E+01   -1.11994093E+01   
                   1.10000000E+02    9.50000000E+01   -9.36305085E-02   -1.61911561E-01   -2.39506597E-02   -4.14169352E-02   -9.13312809E+00   -2.09751261E+01   -8.85786458E+00   
                   1.15000000E+02    9.50000000E+01   -1.17756525E-01   -2.03249028E-01   -2.43774628E-02   -4.20757629E-02   -7.15401521E+00   -2.08339447E+01   -6.97177365E+00   
                   1.20000000E+02    9.50000000E+01   -1.42178247E-01   -2.44878001E-01   -2.48779697E-02   -4.28480980E-02   -5.53092313E+00   -2.06712876E+01   -5.39994984E+00   
                   1.25000000E+02    9.50000000E+01   -1.66780946E-01   -2.86590131E-01   -2.54394028E-02   -4.37141171E-02   -4.15963374E+00   -2.04924241E+01   -4.05974847E+00   
                   1.30000000E+02    9.50000000E+01   -1.91367897E-01   -3.28051934E-01   -2.60467397E-02   -4.46505577E-02   -2.98072824E+00   -2.03030425E+01   -2.90100942E+00   
                   1.35000000E+02    9.50000000E+01   -2.15658490E-01   -3.68802362E-01   -2.66829191E-02   -4.56310512E-02   -1.95838343E+00   -2.01090478E+01   -1.89240308E+00   
                   1.40000000E+02    9.50000000E+01   -2.39292326E-01   -4.08259641E-01   -2.73291791E-02   -4.66266555E-02   -1.07032390E+00   -1.99163676E+01   -1.01404277E+00   
                   1.45000000E+02    9.50000000E+01   -2.61839992E-01   -4.45738320E-01   -2.79655421E-02   -4.76066076E-02   -3.02517006E-01   -1.97307717E+01   -2.53257107E-01   
                   1.50000000E+02    9.50000000E+01   -2.82820613E-01   -4.80476679E-01   -2.85714453E-02   -4.85392949E-02    3.53865939E-01   -1.95577110E+01    3.97964035E-01   
                   1.55000000E+02    9.50000000E+01   -3.01725670E-01   -5.11673611E-01   -2.91265020E-02   -4.93934191E-02    9.04302195E-01   -1.94021764E+01    9.44585097E-01   
                   1.60000000E+02    9.50000000E+01   -3.18047734E-01   -5.38532927E-01   -2.96113543E-02   -5.01392955E-02    1.35210078E+00   -1.92685799E+01    1.38958433E+00   
                   1.65000000E+02    9.50000000E+01   -3.31312067E-01   -5.60311912E-01   -3.00085671E-02   -5.07502119E-02    1.69918251E+00   -1.91606574E+01    1.73466589E+00   
                   1.70000000E+02    9.50000000E+01   -3.41108395E-01   -5.76370057E-01   -3.03034958E-02   -5.12037459E-02    1.94660241E+00   -1.90813911E+01    1.98074346E+00   
                   1.75000000E+02    9.50000000E+01   -3.47119880E-01   -5.86213435E-01   -3.04850592E-02   -5.14829381E-02    2.09489738E+00   -1.90329515E+01    2.12826537E+00   
                   1.80000000E+02    9.50000000E+01   -3.49146356E-01   -5.89530280E-01   -3.05463480E-02   -5.15772163E-02    2.14430773E+00   -1.90166566E+01    2.17742321E+00   
                  -1.80000000E+02    1.00000000E+02   -3.45155459E-01   -5.82791689E-01   -6.08602199E-02   -1.02761899E-01    2.04445238E+00   -1.30291722E+01    2.17742321E+00   
                  -1.75000000E+02    1.00000000E+02   -3.43167324E-01   -5.79537415E-01   -6.07407952E-02   -1.02578425E-01    1.99541541E+00   -1.30450937E+01    2.12938849E+00   
                  -1.70000000E+02    1.00000000E+02   -3.37269687E-01   -5.69877202E-01   -6.03871623E-02   -1.02034865E-01    1.84822596E+00   -1.30924278E+01    1.98526645E+00   
                  -1.65000000E+02    1.00000000E+02   -3.27656306E-01   -5.54112889E-01   -5.98127160E-02   -1.01151714E-01    1.60261719E+00   -1.31698830E+01    1.74498005E+00   
                  -1.60000000E+02    1.00000000E+02   -3.14633984E-01   -5.32722887E-01   -5.90389444E-02   -9.99618558E-02    1.25800797E+00   -1.32753329E+01    1.40829252E+00   
                  -1.55000000E+02    1.00000000E+02   -2.98600243E-01   -5.06327991E-01   -5.80942590E-02   -9.85087927E-02    8.13281708E-01   -1.34058571E+01    9.74634984E-01   
                  -1.50000000E+02    1.00000000E+02   -2.80015465E-01   -4.75648701E-01   -5.70125094E-02   -9.68443869E-02    2.66439122E-01   -1.35577981E+01    4.42843961E-01   
                  -1.45000000E+02    1.00000000E+02   -2.59372291E-01   -4.41458285E-01   -5.58313116E-02   -9.50263227E-02   -3.85923258E-01   -1.37268382E+01   -1.89216025E-01   
                  -1.40000000E+02    1.00000000E+02   -2.37165145E-01   -4.04535935E-01   -5.45903235E-02   -9.31154851E-02   -1.14939194E+00   -1.39080959E+01   -9.25181835E-01   
                  -1.35000000E+02    1.00000000E+02   -2.13862432E-01   -3.65623912E-01   -5.33295932E-02   -9.11734438E-02   -2.03291791E+00   -1.40962425E+01   -1.77092686E+00   
                  -1.30000000E+02    1.00000000E+02   -1.89883442E-01   -3.25391759E-01   -5.20880825E-02   -8.92601935E-02   -3.05066677E+00   -1.42856413E+01   -2.73557502E+00   
                  -1.25000000E+02    1.00000000E+02   -1.65581224E-01   -2.84409582E-01   -5.09024349E-02   -8.74322578E-02   -4.22505441E+00   -1.44705050E+01   -3.83287678E+00   
                  -1.20000000E+02    1.00000000E+02   -1.41232000E-01   -2.43131287E-01   -4.98060243E-02   -8.57412116E-02   -5.59204797E+00   -1.46450726E+01   -5.08297549E+00   
                  -1.15000000E+02    1.00000000E+02   -1.17031008E-01   -2.01887681E-01   -4.88282834E-02   -8.42326240E-02   -7.21120861E+00   -1.48037984E+01   -6.51424336E+00   
                  -1.10000000E+02    1.00000000E+02   -9.30941623E-02   -1.60888555E-01   -4.79942859E-02   -8.29453871E-02   -9.18688970E+00   -1.49415480E+01   -8.16328247E+00   
                  -1.05000000E+02    1.00000000E+02   -6.94646439E-02   -1.20232420E-01   -4.73245349E-02   -8.19113588E-02   -1.17202434E+01   -1.50537926E+01   -1.00644298E+01   
                  -1.00000000E+02    1.00000000E+02   -4.61233718E-02   -7.99223071E-02   -4.68348992E-02   -8.11552375E-02   -1.52697614E+01   -1.51367906E+01   -1.21924672E+01   
                  -9.50000000E+01    1.00000000E+02   -2.30023533E-02   -3.98861010E-02   -4.65366410E-02   -8.06945765E-02   -2.13082000E+01   -1.51877447E+01   -1.42384328E+01   
                  -9.00000000E+01    1.00000000E+02    1.61258035E-17    2.79687433E-17   -4.64364785E-02   -8.05398596E-02   -3.24391683E+02   -1.52049247E+01   -1.52049247E+01   
                  -8.50000000E+01    1.00000000E+02    2.30023543E-02    3.98860991E-02   -4.65366430E-02   -8.06945727E-02   -2.13082002E+01   -1.51877449E+01   -1.42384330E+01   
                  -8.00000000E+01    1.00000000E+02    4.61233738E-02    7.99223015E-02   -4.68349012E-02   -8.11552319E-02   -1.52697618E+01   -1.51367910E+01   -1.21924675E+01   
                  -7.50000000E+01    1.00000000E+02    6.94646432E-02    1.20232414E-01   -4.73245344E-02   -8.19113544E-02   -1.17202438E+01   -1.50537930E+01   -1.00644302E+01   
                  -7.00000000E+01    1.00000000E+02    9.30941552E-02    1.60888554E-01   -4.79942823E-02   -8.29453862E-02   -9.18688993E+00   -1.49415482E+01   -8.16328270E+00   
                  -6.50000000E+01    1.00000000E+02    1.17030996E-01    2.01887688E-01   -4.88282785E-02   -8.42326271E-02   -7.21120859E+00   -1.48037984E+01   -6.51424334E+00   
                  -6.00000000E+01    1.00000000E+02    1.41231993E-01    2.43131302E-01   -4.98060218E-02   -8.57412168E-02   -5.59204768E+00   -1.46450723E+01   -5.08297521E+00   
                  -5.50000000E+01    1.00000000E+02    1.65581233E-01    2.84409596E-01   -5.09024377E-02   -8.74322622E-02   -4.22505397E+00   -1.44705046E+01   -3.83287634E+00   
                  -5.00000000E+01    1.00000000E+02    1.89883470E-01    3.25391763E-01   -5.20880900E-02   -8.92601947E-02   -3.05066636E+00   -1.42856409E+01   -2.73557462E+00   
                  -4.50000000E+01    1.00000000E+02    2.13862464E-01    3.65623902E-01   -5.33296011E-02   -9.11734415E-02   -2.03291775E+00   -1.40962424E+01   -1.77092670E+00   
                  -4.00000000E+01    1.00000000E+02    2.37165153E-01    4.04535918E-01   -5.45903254E-02   -9.31154812E-02   -1.14939214E+00   -1.39080960E+01   -9.25182028E-01   
                  -3.50000000E+01    1.00000000E+02    2.59372253E-01    4.41458274E-01   -5.58313033E-02   -9.50263203E-02   -3.85923752E-01   -1.37268387E+01   -1.89216518E-01   
                  -3.00000000E+01    1.00000000E+02    2.80015382E-01    4.75648706E-01   -5.70124925E-02   -9.68443879E-02    2.66438523E-01   -1.35577987E+01    4.42843362E-01   
                  -2.50000000E+01    1.00000000E+02    2.98600155E-01    5.06328007E-01   -5.80942418E-02   -9.85087958E-02    8.13281248E-01   -1.34058576E+01    9.74634525E-01   
                  -2.00000000E+01    1.00000000E+02    3.14633957E-01    5.32722891E-01   -5.90389393E-02   -9.99618565E-02    1.25800783E+00   -1.32753331E+01    1.40829237E+00   
                  -1.50000000E+01    1.00000000E+02    3.27656403E-01    5.54112847E-01   -5.98127338E-02   -1.01151706E-01    1.60261737E+00   -1.31698828E+01    1.74498023E+00   
                  -1.00000000E+01    1.00000000E+02    3.37269936E-01    5.69877087E-01   -6.03872068E-02   -1.02034845E-01    1.84822632E+00   -1.30924274E+01    1.98526680E+00   
                  -5.00000000E+00    1.00000000E+02    3.43167692E-01    5.79537226E-01   -6.07408603E-02   -1.02578391E-01    1.99541572E+00   -1.30450934E+01    2.12938880E+00   
                   0.00000000E+00    1.00000000E+02    3.45155866E-01    5.82791456E-01   -6.08602916E-02   -1.02761858E-01    2.04445247E+00   -1.30291721E+01    2.17742329E+00   
                   5.00000000E+00    1.00000000E+02    3.43168177E-01    5.79536640E-01   -6.07409461E-02   -1.02578287E-01    1.99541241E+00   -1.30450967E+01    2.12938548E+00   
                   1.00000000E+01    1.00000000E+02    3.37270883E-01    5.69875953E-01   -6.03873764E-02   -1.02034642E-01    1.84821985E+00   -1.30924339E+01    1.98526034E+00   
                   1.50000000E+01    1.00000000E+02    3.27657770E-01    5.54111233E-01   -5.98129832E-02   -1.01151411E-01    1.60260800E+00   -1.31698921E+01    1.74497086E+00   
                   2.00000000E+01    1.00000000E+02    3.14635680E-01    5.32720877E-01   -5.90392626E-02   -9.99614786E-02    1.25799578E+00   -1.32753451E+01    1.40828033E+00   
                   2.50000000E+01    1.00000000E+02    2.98602157E-01    5.06325678E-01   -5.80946313E-02   -9.85083426E-02    8.13266626E-01   -1.34058722E+01    9.74619903E-01   
                   3.00000000E+01    1.00000000E+02    2.80017576E-01    4.75646142E-01   -5.70129393E-02   -9.68438660E-02    2.66421286E-01   -1.35578159E+01    4.42826125E-01   
                   3.50000000E+01    1.00000000E+02    2.59374552E-01    4.41455558E-01   -5.58317983E-02   -9.50257358E-02   -3.85943708E-01   -1.37268587E+01   -1.89236474E-01   
                   4.00000000E+01    1.00000000E+02    2.37167475E-01    4.04533134E-01   -5.45908598E-02   -9.31148405E-02   -1.14941487E+00   -1.39081188E+01   -9.25204761E-01   
                   4.50000000E+01    1.00000000E+02    2.13864735E-01    3.65621137E-01   -5.33301675E-02   -9.11727521E-02   -2.03294317E+00   -1.40962678E+01   -1.77095212E+00   
                   5.00000000E+01    1.00000000E+02    1.89885628E-01    3.25389105E-01   -5.20886822E-02   -8.92594656E-02   -3.05069420E+00   -1.42856687E+01   -2.73560246E+00   
                   5.50000000E+01    1.00000000E+02    1.65583226E-01    2.84407127E-01   -5.09030503E-02   -8.74315030E-02   -4.22508383E+00   -1.44705344E+01   -3.83290620E+00   
                   6.00000000E+01    1.00000000E+02    1.41233775E-01    2.43129089E-01   -4.98066501E-02   -8.57404364E-02   -5.59207914E+00   -1.46451038E+01   -5.08300667E+00   
                   6.50000000E+01    1.00000000E+02    1.17032528E-01    2.01885784E-01   -4.88289176E-02   -8.42318329E-02   -7.21124130E+00   -1.48038311E+01   -6.51427604E+00   
                   7.00000000E+01    1.00000000E+02    9.30954064E-02    1.60886997E-01   -4.79949273E-02   -8.29445835E-02   -9.18692363E+00   -1.49415819E+01   -8.16331640E+00   
                   7.50000000E+01    1.00000000E+02    6.94655924E-02    1.20231228E-01   -4.73251810E-02   -8.19105464E-02   -1.17202783E+01   -1.50538275E+01   -1.00644647E+01   
                   8.00000000E+01    1.00000000E+02    4.61240093E-02    7.99215022E-02   -4.68355465E-02   -8.11544202E-02   -1.52697970E+01   -1.51368262E+01   -1.21925028E+01   
                   8.50000000E+01    1.00000000E+02    2.30026721E-02    3.98856964E-02   -4.65372859E-02   -8.06937580E-02   -2.13082360E+01   -1.51877808E+01   -1.42384689E+01   
                   9.00000000E+01    1.00000000E+02    1.61260261E-17    2.79684595E-17   -4.64371195E-02   -8.05390423E-02   -3.24391719E+02   -1.52049610E+01   -1.52049610E+01   
                   9.50000000E+01    1.00000000E+02   -2.30026700E-02   -3.98856960E-02   -4.65372816E-02   -8.06937573E-02   -2.13082363E+01   -1.51877810E+01   -1.42384692E+01   
                   1.00000000E+02    1.00000000E+02   -4.61240038E-02   -7.99215004E-02   -4.68355409E-02   -8.11544184E-02   -1.52697975E+01   -1.51368266E+01   -1.21925032E+01   
                   1.05000000E+02    1.00000000E+02   -6.94655877E-02   -1.20231223E-01   -4.73251779E-02   -8.19105433E-02   -1.17202787E+01   -1.50538279E+01   -1.00644651E+01   
                   1.10000000E+02    1.00000000E+02   -9.30954094E-02   -1.60886990E-01   -4.79949289E-02   -8.29445799E-02   -9.18692383E+00   -1.49415821E+01   -8.16331661E+00   
                   1.15000000E+02    1.00000000E+02   -1.17032541E-01   -2.01885779E-01   -4.88289230E-02   -8.42318309E-02   -7.21124121E+00   -1.48038310E+01   -6.51427596E+00   
                   1.20000000E+02    1.00000000E+02   -1.41233791E-01   -2.43129093E-01   -4.98066558E-02   -8.57404377E-02   -5.59207879E+00   -1.46451035E+01   -5.08300632E+00   
                   1.25000000E+02    1.00000000E+02   -1.65583231E-01   -2.84407143E-01   -5.09030522E-02   -8.74315082E-02   -4.22508337E+00   -1.44705340E+01   -3.83290574E+00   
                   1.30000000E+02    1.00000000E+02   -1.89885615E-01   -3.25389131E-01   -5.20886785E-02   -8.92594727E-02   -3.05069384E+00   -1.42856684E+01   -2.73560210E+00   
                   1.35000000E+02    1.00000000E+02   -2.13864708E-01   -3.65621158E-01   -5.33301607E-02   -9.11727571E-02   -2.03294309E+00   -1.40962677E+01   -1.77095205E+00   
                   1.40000000E+02    1.00000000E+02   -2.37167455E-01   -4.04533129E-01   -5.45908553E-02   -9.31148393E-02   -1.14941513E+00   -1.39081190E+01   -9.25205027E-01   
                   1.45000000E+02    1.00000000E+02   -2.59374565E-01   -4.41455517E-01   -5.58318009E-02   -9.50257269E-02   -3.85944207E-01   -1.37268592E+01   -1.89236974E-01   
                   1.50000000E+02    1.00000000E+02   -2.80017628E-01   -4.75646074E-01   -5.70129498E-02   -9.68438521E-02    2.66420774E-01   -1.35578164E+01    4.42825612E-01   
                   1.55000000E+02    1.00000000E+02   -2.98602222E-01   -5.06325615E-01   -5.80946441E-02   -9.85083304E-02    8.13266320E-01   -1.34058725E+01    9.74619597E-01   
                   1.60000000E+02    1.00000000E+02   -3.14635703E-01   -5.32720864E-01   -5.90392670E-02   -9.99614761E-02    1.25799579E+00   -1.32753451E+01    1.40828034E+00   
                   1.65000000E+02    1.00000000E+02   -3.27657688E-01   -5.54111304E-01   -5.98129683E-02   -1.01151424E-01    1.60260827E+00   -1.31698919E+01    1.74497113E+00   
                   1.70000000E+02    1.00000000E+02   -3.37270659E-01   -5.69876115E-01   -6.03873363E-02   -1.02034671E-01    1.84822018E+00   -1.30924336E+01    1.98526067E+00   
                   1.75000000E+02    1.00000000E+02   -3.43167827E-01   -5.79536864E-01   -6.07408841E-02   -1.02578327E-01    1.99541259E+00   -1.30450965E+01    2.12938567E+00   
                   1.80000000E+02    1.00000000E+02   -3.45155459E-01   -5.82791689E-01   -6.08602199E-02   -1.02761899E-01    2.04445238E+00   -1.30291722E+01    2.17742321E+00   
                  -1.80000000E+02    1.05000000E+02   -3.38537720E-01   -5.71617701E-01   -9.07109088E-02   -1.53164501E-01    1.87629877E+00   -9.56265218E+00    2.17742321E+00   
                  -1.75000000E+02    1.05000000E+02   -3.36612815E-01   -5.68464414E-01   -9.05396627E-02   -1.52901417E-01    1.82786661E+00   -9.57796886E+00    2.13121727E+00   
                  -1.70000000E+02    1.05000000E+02   -3.30901308E-01   -5.59101723E-01   -9.00325347E-02   -1.52121929E-01    1.68247723E+00   -9.62350290E+00    1.99263738E+00   
                  -1.65000000E+02    1.05000000E+02   -3.21586638E-01   -5.43815572E-01   -8.92085888E-02   -1.50855210E-01    1.43982005E+00   -9.69800646E+00    1.76178169E+00   
                  -1.60000000E+02    1.05000000E+02   -3.08959470E-01   -5.23059490E-01   -8.80984258E-02   -1.49148099E-01    1.09924132E+00   -9.79942596E+00    1.43873547E+00   
                  -1.55000000E+02    1.05000000E+02   -2.93396821E-01   -4.97422616E-01   -8.67425420E-02   -1.47062609E-01    6.59523365E-01   -9.92494181E+00    1.02345045E+00   
                  -1.50000000E+02    1.05000000E+02   -2.75335961E-01   -4.67589709E-01   -8.51892427E-02   -1.44672759E-01    1.18538334E-01   -1.00710253E+01    5.15569999E-01   
                  -1.45000000E+02    1.05000000E+02   -2.55245694E-01   -4.34297086E-01   -8.34922870E-02   -1.42060994E-01   -5.27272010E-01   -1.02335133E+01   -8.58034486E-02   
                  -1.40000000E+02    1.05000000E+02   -2.33597661E-01   -3.98288505E-01   -8.17084507E-02   -1.39314480E-01   -1.28367304E+00   -1.04077033E+01   -7.82397564E-01   
                  -1.35000000E+02    1.05000000E+02   -2.10840065E-01   -3.60274663E-01   -7.98951821E-02   -1.36521537E-01   -2.15981575E+00   -1.05884667E+01   -1.57709882E+00   
                  -1.30000000E+02    1.05000000E+02   -1.87375717E-01   -3.20899182E-01   -7.81084940E-02   -1.33768410E-01   -3.17008289E+00   -1.07703838E+01   -2.47426008E+00   
                  -1.25000000E+02    1.05000000E+02   -1.63545646E-01   -2.80713035E-01   -7.64011928E-02   -1.31136543E-01   -4.33711927E+00   -1.09478962E+01   -3.47981230E+00   
                  -1.20000000E+02    1.05000000E+02   -1.39618809E-01   -2.40158272E-01   -7.48214945E-02   -1.28700430E-01   -5.69712598E+00   -1.11154770E+01   -4.60070926E+00   
                  -1.15000000E+02    1.05000000E+02   -1.15787867E-01   -1.99561051E-01   -7.34120324E-02   -1.26526057E-01   -7.30989524E+00   -1.12678114E+01   -5.84246576E+00   
                  -1.10000000E+02    1.05000000E+02   -9.21704878E-02   -1.59133192E-01   -7.22092200E-02   -1.24669881E-01   -9.27999934E+00   -1.13999840E+01   -7.20159864E+00   
                  -1.05000000E+02    1.05000000E+02   -6.88153629E-02   -1.18981058E-01   -7.12429060E-02   -1.23178255E-01   -1.18087877E+01   -1.15076632E+01   -8.64531614E+00   
                  -1.00000000E+02    1.05000000E+02   -4.57119878E-02   -7.91202929E-02   -7.05362440E-02   -1.22087193E-01   -1.53549175E+01   -1.15872731E+01   -1.00644303E+01   
                  -9.50000000E+01    1.05000000E+02   -2.28032556E-02   -3.94950015E-02   -7.01056950E-02   -1.21422335E-01   -2.13912708E+01   -1.16361420E+01   -1.11993747E+01   
                  -9.00000000E+01    1.05000000E+02    1.59876627E-17    2.76966653E-17   -6.99610911E-02   -1.21199012E-01   -3.24474050E+02   -1.16526180E+01   -1.16526180E+01   
                  -8.50000000E+01    1.05000000E+02    2.28032570E-02    3.94949990E-02   -7.01056994E-02   -1.21422327E-01   -2.13912711E+01   -1.16361422E+01   -1.11993750E+01   
                  -8.00000000E+01    1.05000000E+02    4.57119912E-02    7.91202854E-02   -7.05362491E-02   -1.22087181E-01   -1.53549180E+01   -1.15872735E+01   -1.00644307E+01   
                  -7.50000000E+01    1.05000000E+02    6.88153641E-02    1.18981048E-01   -7.12429073E-02   -1.23178245E-01   -1.18087881E+01   -1.15076637E+01   -8.64531661E+00   
                  -7.00000000E+01    1.05000000E+02    9.21704823E-02    1.59133189E-01   -7.22092157E-02   -1.24669878E-01   -9.27999963E+00   -1.13999843E+01   -7.20159892E+00   
                  -6.50000000E+01    1.05000000E+02    1.15787856E-01    1.99561059E-01   -7.34120255E-02   -1.26526062E-01   -7.30989519E+00   -1.12678113E+01   -5.84246571E+00   
                  -6.00000000E+01    1.05000000E+02    1.39618803E-01    2.40158291E-01   -7.48214912E-02   -1.28700440E-01   -5.69712556E+00   -1.11154766E+01   -4.60070885E+00   
                  -5.50000000E+01    1.05000000E+02    1.63545658E-01    2.80713056E-01   -7.64011982E-02   -1.31136553E-01   -4.33711864E+00   -1.09478956E+01   -3.47981167E+00   
                  -5.00000000E+01    1.05000000E+02    1.87375750E-01    3.20899192E-01   -7.81085076E-02   -1.33768414E-01   -3.17008233E+00   -1.07703832E+01   -2.47425951E+00   
                  -4.50000000E+01    1.05000000E+02    2.10840103E-01    3.60274652E-01   -7.98951967E-02   -1.36521533E-01   -2.15981553E+00   -1.05884665E+01   -1.57709860E+00   
                  -4.00000000E+01    1.05000000E+02    2.33597676E-01    3.98288479E-01   -8.17084560E-02   -1.39314471E-01   -1.28367332E+00   -1.04077036E+01   -7.82397843E-01   
                  -3.50000000E+01    1.05000000E+02    2.55245660E-01    4.34297059E-01   -8.34922758E-02   -1.42060985E-01   -5.27272705E-01   -1.02335140E+01   -8.58041438E-02   
                  -3.00000000E+01    1.05000000E+02    2.75335878E-01    4.67589697E-01   -8.51892171E-02   -1.44672756E-01    1.18537507E-01   -1.00710261E+01    5.15569171E-01   
                  -2.50000000E+01    1.05000000E+02    2.93396730E-01    4.97422622E-01   -8.67425151E-02   -1.47062611E-01    6.59522753E-01   -9.92494243E+00    1.02344984E+00   
                  -2.00000000E+01    1.05000000E+02    3.08959440E-01    5.23059495E-01   -8.80984170E-02   -1.49148100E-01    1.09924116E+00   -9.79942612E+00    1.43873531E+00   
                  -1.50000000E+01    1.05000000E+02    3.21586732E-01    5.43815541E-01   -8.92086151E-02   -1.50855201E-01    1.43982035E+00   -9.69800617E+00    1.76178199E+00   
                  -1.00000000E+01    1.05000000E+02    3.30901554E-01    5.59101624E-01   -9.00326016E-02   -1.52121902E-01    1.68247776E+00   -9.62350237E+00    1.99263791E+00   
                  -5.00000000E+00    1.05000000E+02    3.36613179E-01    5.68464237E-01   -9.05397606E-02   -1.52901369E-01    1.82786704E+00   -9.57796843E+00    2.13121771E+00   
                   0.00000000E+00    1.05000000E+02    3.38538119E-01    5.71617472E-01   -9.07110157E-02   -1.53164440E-01    1.87629885E+00   -9.56265210E+00    2.17742329E+00   
                   5.00000000E+00    1.05000000E+02    3.36613646E-01    5.68463662E-01   -9.05398862E-02   -1.52901215E-01    1.82786367E+00   -9.57797180E+00    2.13121433E+00   
                   1.00000000E+01    1.05000000E+02    3.30902468E-01    5.59100517E-01   -9.00328503E-02   -1.52121601E-01    1.68247125E+00   -9.62350888E+00    1.99263140E+00   
                   1.50000000E+01    1.05000000E+02    3.21588052E-01    5.43813975E-01   -8.92089812E-02   -1.50854767E-01    1.43981105E+00   -9.69801546E+00    1.76177269E+00   
                   2.00000000E+01    1.05000000E+02    3.08961105E-01    5.23057554E-01   -8.80988919E-02   -1.49147547E-01    1.09922937E+00   -9.79943791E+00    1.43872353E+00   
                   2.50000000E+01    1.05000000E+02    2.93398666E-01    4.97420386E-01   -8.67430875E-02   -1.47061950E-01    6.59508581E-01   -9.92495660E+00    1.02343567E+00   
                   3.00000000E+01    1.05000000E+02    2.75338000E-01    4.67587240E-01   -8.51898736E-02   -1.44671996E-01    1.18520847E-01   -1.00710427E+01    5.15552511E-01   
                   3.50000000E+01    1.05000000E+02    2.55247881E-01    4.34294451E-01   -8.34930025E-02   -1.42060132E-01   -5.27292063E-01   -1.02335334E+01   -8.58235015E-02   
                   4.00000000E+01    1.05000000E+02    2.33599919E-01    3.98285796E-01   -8.17092404E-02   -1.39313532E-01   -1.28369552E+00   -1.04077258E+01   -7.82420046E-01   
                   4.50000000E+01    1.05000000E+02    2.10842298E-01    3.60271976E-01   -7.98960285E-02   -1.36520519E-01   -2.15984052E+00   -1.05884915E+01   -1.57712359E+00   
                   5.00000000E+01    1.05000000E+02    1.87377840E-01    3.20896610E-01   -7.81093789E-02   -1.33767338E-01   -3.17010980E+00   -1.07704107E+01   -2.47428698E+00   
                   5.50000000E+01    1.05000000E+02    1.63547594E-01    2.80710652E-01   -7.64021026E-02   -1.31135430E-01   -4.33714811E+00   -1.09479251E+01   -3.47984114E+00   
